Paper,Authors,Year,Subject,MALE,Mean Year,Stimuli Modality,Linguisticity,Task,Kinds of response,Inference,Contrasts Included,Simplified Contrasts,Location (BA),Software,Original Space,Reported Coordinates,x,y,z,mni_x,mni_y,mni_z,z score,Correction,Effect,Gaps,Scanning Method,Tesla,Design,Title,Journal
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 2-RELATION > NO-COLOR 2-RELATION,Inductive-Inductive,R Lingual gyrus 19,SPM5,standard,MNI,24,-59,-5,24,-59,-5,4.49,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Cuneus 17,SPM5,standard,MNI,-9,-90,7,-9,-90,7,5.58,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Lingual gyrus 18 ,SPM5,standard,MNI,-6,-76,4,-6,-76,4,5.49,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,R Lingual gyrus 19 ,SPM5,standard,MNI,21,-67,-4,21,-67,-4,5.1,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Lingual gyrus 18 ,SPM5,standard,MNI,-18,-70,-7,-18,-70,-7,4.3,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Fusiform gyrus 19 ,SPM5,standard,MNI,-21,-62,-10,-21,-62,-10,4.25,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,BLACK-WHITE 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Lingual gyrus 18,SPM5,standard,MNI,-33,-74,-9,-33,-74,-9,3.62,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 2-RELATION > NO-COLOR 2-RELATION,Inductive-Inductive,L Lingual gyrus 18 ,SPM5,standard,MNI,-27,-78,-15,-27,-78,-15,4.69,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 2-RELATION > NO-COLOR 2-RELATION,Inductive-Inductive,L Lingual gyrus 18 ,SPM5,standard,MNI,-12,-84,-9,-12,-84,-9,4.34,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 2-RELATION > NO-COLOR 2-RELATION,Inductive-Inductive,R Fusiform gyrus 19 ,SPM5,standard,MNI,30,-69,-18,30,-69,-18,3.88,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 2-RELATION > NO-COLOR 2-RELATION,Inductive-Inductive,L Fusiform gyrus 19,SPM5,standard,MNI,-27,-51,-18,-27,-51,-18,3.63,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,R Lingual gyrus 18 ,SPM5,standard,MNI,27,-57,-12,27,-57,-12,5.98,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,R Lingual gyrus 18 ,SPM5,standard,MNI,30,-69,-12,30,-69,-12,5.81,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Lingual gyrus 18 ,SPM5,standard,MNI,-30,-60,-15,-30,-60,-15,5.3,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,L Cuneus 18 ,SPM5,standard,MNI,-9,-96,18,-9,-96,18,4.69,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,COLOR 1-RELATION > NO-COLOR 1-RELATION,Inductive-Inductive,R Cuneus 18,SPM5,standard,MNI,15,-99,21,15,-99,21,4.32,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,L Middle frontal gyrus (6),SPM5,standard,MNI,-30,6,60,-30,6,60,5.03,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,R Medial frontal gyrus (8),SPM5,standard,MNI,6,18,48,6,18,48,4.88,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,R Middle frontal gyrus (10),SPM5,standard,MNI,45,54,-3,45,54,-3,4.84,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,L Middle frontal gyrus (10),SPM5,standard,MNI,-36,57,18,-36,57,18,3.54,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,L Superior parietal lobule (7),SPM5,standard,MNI,-33,-63,57,-33,-63,57,4.78,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,R Precuneus (7),SPM5,standard,MNI,21,-78,51,21,-78,51,3.88,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,R Superior parietal lobule (7),SPM5,standard,MNI,33,-63,54,33,-63,54,4.19,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,L Precuneus (7),SPM5,standard,MNI,-3,-66,54,-3,-66,54,4.17,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,R Inferior occipital gyrus (18),SPM5,standard,MNI,30,-99,-3,30,-99,-3,5,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,color 2-relation > 1-relation,Inductive-Inductive,L Lingual gyrus (18),SPM5,standard,MNI,-24,-102,-3,-24,-102,-3,3.97,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,R Middle frontal gyrus 9 ,SPM5,standard,MNI,39,13,27,39,13,27,3.81,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,L Postcentral gyrus 4 ,SPM5,standard,MNI,-39,-21,45,-39,-21,45,4.11,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,L Postcentral gyrus 2 ,SPM5,standard,MNI,-45,-27,37,-45,-27,37,3.75,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,L Postcentral gyrus 2 ,SPM5,standard,MNI,-33,-27,40,-33,-27,40,3.48,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,R Inferior parietal lobule 40 ,SPM5,standard,MNI,33,-53,41,33,-53,41,3.56,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,L Cuneus 18 ,SPM5,standard,MNI,-15,-96,10,-15,-96,10,4.36,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,L Cuneus 18 ,SPM5,standard,MNI,-12,-90,18,-12,-90,18,3.91,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,L Middle occipital gyrus 19 ,SPM5,standard,MNI,-24,-95,16,-24,-95,16,3.46,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,R Lingual gyrus 19 ,SPM5,standard,MNI,27,-76,-4,27,-76,-4,4.05,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,R Lingual gyrus 19 ,SPM5,standard,MNI,33,-67,-4,33,-67,-4,3.89,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
56,"Kalbfleisch, M. L., Debettencourt, M. T., Kopperman, R., Banasiak, M., Roberts, J. M. and Halavi, M.",2013,34,11,24.2,visual,nonlinguistic,Color relational complexity,four choice alternatives,relational,bw 2-relation > 1-relation,Inductive-Inductive,R Lingual gyrus 18,SPM5,standard,MNI,15,-82,-4,15,-82,-4,3.68,uncorrected,random,gaps,fMRI,3,Event-related,Environmental influences on neural systems of relational complexity,Frontiers in Psychology
57,"Brunetti, M. Perrucci, M. G. Di Naccio, M. R. Ferretti, A. Del Gratta, C. Casadio, C. Romani, G. L.",2014,13,7,21.3,visual,linguistic,Deductive Reasoning with emotional content,two choice alternatives,deductive,all reasoning tasks,Deductive,r Lyngual gyrus ,Brain Voyager,Talairach,Talairach,25,-87,-7,28,-91,-5,32.26,corrected,random,full,fMRI,3,Event-related,Framing deductive reasoning with emotional content: An fMRI study,Brain and Cognition
57,"Brunetti, M. Perrucci, M. G. Di Naccio, M. R. Ferretti, A. Del Gratta, C. Casadio, C. Romani, G. L.",2014,13,7,21.3,visual,linguistic,Deductive Reasoning with emotional content,two choice alternatives,deductive,all reasoning tasks,Deductive,l Lyngual gyrus ,Brain Voyager,Talairach,Talairach,-29,-87,-5,-30,-91,-2,59.32,corrected,random,full,fMRI,3,Event-related,Framing deductive reasoning with emotional content: An fMRI study,Brain and Cognition
57,"Brunetti, M. Perrucci, M. G. Di Naccio, M. R. Ferretti, A. Del Gratta, C. Casadio, C. Romani, G. L.",2014,13,7,21.3,visual,linguistic,Deductive Reasoning with emotional content,two choice alternatives,deductive,all reasoning tasks,Deductive,l Middle temporal gyrus ,Brain Voyager,Talairach,Talairach,-52,-38,0,-54,-39,0,8.44,corrected,random,full,fMRI,3,Event-related,Framing deductive reasoning with emotional content: An fMRI study,Brain and Cognition
57,"Brunetti, M. Perrucci, M. G. Di Naccio, M. R. Ferretti, A. Del Gratta, C. Casadio, C. Romani, G. L.",2014,13,7,21.3,visual,linguistic,Deductive Reasoning with emotional content,two choice alternatives,deductive,all reasoning tasks,Deductive,Supplementary motor area ,Brain Voyager,Talairach,Talairach,-3,-4,53,-2,1,55,18.61,corrected,random,full,fMRI,3,Event-related,Framing deductive reasoning with emotional content: An fMRI study,Brain and Cognition
57,"Brunetti, M. Perrucci, M. G. Di Naccio, M. R. Ferretti, A. Del Gratta, C. Casadio, C. Romani, G. L.",2014,13,7,21.3,visual,linguistic,Deductive Reasoning with emotional content,two choice alternatives,deductive,all reasoning tasks,Deductive,r Cerebellum ,Brain Voyager,Talairach,Talairach,29,-59,-30,32,-64,-33,16.64,corrected,random,full,fMRI,3,Event-related,Framing deductive reasoning with emotional content: An fMRI study,Brain and Cognition
57,"Brunetti, M. Perrucci, M. G. Di Naccio, M. R. Ferretti, A. Del Gratta, C. Casadio, C. Romani, G. L.",2014,13,7,21.3,visual,linguistic,Deductive Reasoning with emotional content,two choice alternatives,deductive,all reasoning tasks,Deductive,L lateral dorsolateral prefrontal cortex,Brain Voyager,Talairach,Talairach,-49,3,30,-51,7,29,13.87,corrected,random,full,fMRI,3,Event-related,Framing deductive reasoning with emotional content: An fMRI study,Brain and Cognition
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,IFG (pars Opercularis),SPM8,???,MNI,-42,16,10,-42,16,10,7.42 (t),corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,IFG (pars Triangularis),SPM8,???,MNI,-38,34,18,-38,34,18,7.84,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,IFG (pars Orbitalis),SPM8,???,MNI,-42,22,-10,-42,22,-10,6.76,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Middle Frontal Gyrus,SPM8,???,MNI,-34,12,34,-34,12,34,8.27,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Superior Medial Gyrus,SPM8,???,MNI,-10,34,52,-10,34,52,7.24,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,SMA,SPM8,???,MNI,-12,16,62,-12,16,62,6.31,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,IFG (pars Opercularis),SPM8,???,MNI,52,18,10,52,18,10,5.55,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,IFG (pars Triangularis),SPM8,???,MNI,50,20,8,50,20,8,5.52,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Middle Frontal Gyrus,SPM8,???,MNI,26,14,40,26,14,40,6.41,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Superior Frontal Gyrus,SPM8,???,MNI,14,24,54,14,24,54,5.13,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Superior Medial Gyrus,SPM8,???,MNI,12,30,40,12,30,40,4.51,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Angular Gyrus (IPC PGa),SPM8,???,MNI,-42,-62,36,-42,-62,36,10.95,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Middle Temporal Gyrus,SPM8,???,MNI,-52,-60,14,-52,-60,14,7.67,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,SupraMarginal Gyrus (IPC PFcm),SPM8,???,MNI,-48,-44,32,-48,-44,32,6.23,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Inferior Parietal Lobule (IPC PFm),SPM8,???,MNI,48,-48,38,48,-48,38,5.02,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Angular Gyrus (IPC PGp),SPM8,???,MNI,40,-70,32,40,-70,32,5.8,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Precuneus,SPM8,???,MNI,-4,-62,36,-4,-62,36,7.13,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
58,"Canessa N, Pantaleo G, Crespi C, Gorini A, Cappa SF.",2014,14,7,23.6,visual,linguistic,Deductive Reasoning with Social content,four choice alternatives,deductive,Standard Conditional Rules > Baseline,Deductive-Baseline,Precuneus,SPM8,???,MNI,18,-56,34,18,-56,34,6.79,corrected,random,full,fMRI,1.5,Block,The impact of egocentric vs. allocentric agency attributions on the neural bases of reasoning about social rules,Brain Research
